"","country","shape"
"59391","gb","other"
"59397","us","disk"
"59413",NA,"disk"
"59422","us","disk"
"59440","us","disk"
"59452","ca","disk"
"59464","us","disk"
"59465","gb","fireball"
"59482",NA,"disk"
"59492","us","disk"
"59498","us","disk"
"59521",NA,"disk"
"59559","us","disk"
"59561",NA,"disk"
"59562",NA,"disk"
"59563",NA,"disk"
"59583","us","disk"
"59584","us","disk"
"59598",NA,"disk"
"59605","us","disk"
"59621","us","disk"
"59628","us","disk"
"59631","us","disk"
"59636",NA,"disk"
"59660","us","disk"
"59666","gb","diamond"
"59668","gb","sphere"
"59674","us","disk"
"59684",NA,"disk"
"59689","gb","light"
"59707","us","disk"
"59718","us","disk"
"59720","us","disk"
"59722","us","disk"
"59723","us","disk"
"59727","us","disk"
"59738","us","disk"
"59740","us","disk"
"59747","gb","other"
"59754","us","disk"
"59777","gb",NA
"59790","us","disk"
"59800","us","disk"
"59801","us","disk"
"59825","us","disk"
"59828","gb","light"
"59859","us","disk"
"59867","gb","circle"
"59877","gb","light"
"59878","gb","teardrop"
"59893","us","disk"
"59910","us","disk"
"59930",NA,"disk"
"59933",NA,"disk"
"59934","us","disk"
"59935","us","disk"
"59949","us","disk"
"59950",NA,"disk"
"59951","us","disk"
"59955","us","disk"
"59960","gb","triangle"
"59962",NA,"disk"
"59965","us","disk"
"59968","us","disk"
"59972","us","disk"
"59973","us","disk"
"59976","us","disk"
"59983","us","disk"
"59996","gb","triangle"
"59998",NA,"disk"
"60000","gb","circle"
"60007","gb","fireball"
"60032","us","disk"
"60034","us","disk"
"60054","us","disk"
"60069","gb","oval"
"60074","us","disk"
"60079","us","disk"
"60086","us","disk"
"60094","gb","teardrop"
"60096","ca","disk"
"60102","gb","sphere"
"60121","us","disk"
"60127","us","disk"
"60151","gb","fireball"
"60158","gb","circle"
"60160",NA,"disk"
"60207",NA,"disk"
"60214","us","disk"
"60217","us","disk"
"60221","us","disk"
"60223","us","disk"
"60226",NA,"disk"
"60266","gb","fireball"
"60269","us","disk"
"60271","us","disk"
"60278","gb","unknown"
"60302","gb","circle"
"60304",NA,"disk"
"60306","gb","other"
"60310","gb","disk"
"60316",NA,"disk"
"60318","us","disk"
"60320","us","disk"
"60322","us","disk"
"60351","us","disk"
"60352","us","disk"
"60357","gb","light"
"60362","ca","disk"
"60396","us","disk"
"60406","us","disk"
"60426","us","disk"
"60428",NA,"disk"
"60435","us","disk"
"60436",NA,"disk"
"60444","us","disk"
"60446","ca","disk"
"60478","us","disk"
"60479","us","disk"
"60482","us","disk"
"60486","us","disk"
"60496","us","disk"
"60506",NA,"disk"
"60515","gb","disk"
"60517","gb","formation"
"60519","gb","light"
"60521","us","disk"
"60525","gb","egg"
"60526",NA,"disk"
"60528","gb","flash"
"60543","gb","circle"
"60550","gb",NA
"60621",NA,"disk"
"60637","ca","disk"
"60658","us","disk"
"60661","us","disk"
"60699","gb","circle"
"60707",NA,"disk"
"60714",NA,"disk"
"60722","us","disk"
"60726","gb","light"
"60735","gb","light"
"60744","ca","disk"
"60769","gb","circle"
"60797","gb","circle"
"60800","us","disk"
"60816","gb","circle"
"60822","us","disk"
"60840","us","disk"
"60843","us","disk"
"60849","us","disk"
"60863","us","disk"
"60865","us","disk"
"60870","gb","egg"
"60896","us","disk"
"60908","us","disk"
"60918","us","disk"
"60929","gb","other"
"60947","us","disk"
"60957",NA,"disk"
"60958","us","disk"
"60968","gb","diamond"
"60993","us","disk"
"61021","gb","triangle"
"61032","gb","sphere"
"61034","us","disk"
"61035","us","disk"
"61036","us","disk"
"61055","gb","light"
"61068","us","disk"
"61077","us","disk"
"61089","gb","light"
"61102","gb","light"
"61110","gb","cylinder"
"61117","us","disk"
"61118",NA,"disk"
"61123","us","disk"
"61183","us","disk"
"61195",NA,"disk"
"61219","us","disk"
"61225","us","disk"
"61229","gb","unknown"
"61238","us","disk"
"61248","gb","disk"
"61249","us","disk"
"61250","gb","egg"
"61270","gb","other"
"61296","gb","changing"
"61300","gb","cylinder"
"61307","us","disk"
"61310","gb","oval"
"61334","gb","changing"
"61337","gb","flash"
"61348","us","disk"
"61356","gb","circle"
"61412","us","disk"
"61414","us","disk"
"61416","us","disk"
"61420","us","disk"
"61423","us","disk"
"61431","us","disk"
"61434",NA,"disk"
"61437","ca","disk"
"61439","us","disk"
"61443","us","disk"
"61447","us","disk"
"61448","us","disk"
"61449",NA,"disk"
"61453","us","disk"
"61469","us","disk"
"61471","us","disk"
"61475","us","disk"
"61477","us","disk"
"61478","us","disk"
"61479","us","disk"
"61482","us","disk"
"61491","us","disk"
"61494","us","disk"
"61497","us","disk"
"61503",NA,"disk"
"61515","gb","triangle"
"61526","us","disk"
"61531","us","disk"
"61532","us","disk"
"61536","us","disk"
"61537",NA,"disk"
"61538","us","disk"
"61542",NA,"disk"
"61552","us","disk"
"61558","us","disk"
"61563","us","disk"
"61566","us","disk"
"61567","us","disk"
"61583","us","disk"
"61585","ca","disk"
"61590","us","disk"
"61600","us","disk"
"61602","us","disk"
"61624","us","disk"
"61647","us","disk"
"61650","us","disk"
"61664","us","disk"
"61700","us","disk"
"61711","us","disk"
"61712",NA,"disk"
"61715","us","disk"
"61765","us","disk"
"61768","gb","fireball"
"61775","us","disk"
"61788","gb","oval"
"61791","us","disk"
"61795","gb","light"
"61800","us","disk"
"61813","us","disk"
"61839","us","disk"
"61841","gb","light"
"61846",NA,"disk"
"61847","us","disk"
"61848","us","disk"
"61851","us","disk"
"61860","us","disk"
"61878",NA,"disk"
"61883","us","disk"
"61903","gb","light"
"61969","us","disk"
"61997","us","disk"
"62025","us","disk"
"62031","us","disk"
"62034","us","disk"
"62046","us","disk"
"62050","us","disk"
"62055",NA,"disk"
"62069","us","disk"
"62072","us","disk"
"62087",NA,"disk"
"62097","gb","sphere"
"62098","ca","disk"
"62111","gb","sphere"
"62116","us","disk"
"62120","gb",NA
"62121","us","disk"
"62123","gb","triangle"
"62125","us","disk"
"62139","ca","disk"
"62146","au","disk"
"62156","us","disk"
"62157","us","disk"
"62164","us","disk"
"62180","gb","circle"
"62187","us","disk"
"62193","gb","light"
"62205","gb","cylinder"
"62218","gb","circle"
"62226","us","disk"
"62235",NA,"disk"
"62238","us","disk"
"62249","us","disk"
"62268",NA,"disk"
"62294","us","disk"
"62297","us","disk"
"62299","us","disk"
"62302",NA,"disk"
"62310","gb","sphere"
"62311","gb","oval"
"62316","us","disk"
"62335","us","disk"
"62359","us","disk"
"62387","gb","disk"
"62411","ca","disk"
"62412","gb","teardrop"
"62420","gb","sphere"
"62428","gb","light"
"62437","gb","cylinder"
"62455","us","disk"
"62469","gb",NA
"62473","gb","cigar"
"62483","us","disk"
"62498","us","disk"
"62598","us","disk"
"62612","us","disk"
"62614","gb","light"
"62624","us","disk"
"62641","ca","disk"
"62645","us","disk"
"62652","us","disk"
"62681",NA,"disk"
"62682","gb","cigar"
"62688","gb","chevron"
"62690","ca","disk"
"62698","gb","diamond"
"62703","us","disk"
"62713",NA,"disk"
"62731","us","disk"
"62732","us","disk"
"62757","gb","flash"
"62759","gb","triangle"
"62768","us","disk"
"62772","gb","oval"
"62786","us","disk"
"62790","us","disk"
"62805",NA,"disk"
"62817","gb","other"
"62836","us","disk"
"62845","us","disk"
"62854",NA,"disk"
"62883","us","disk"
"62887","us","disk"
"62890","us","disk"
"62891","us","disk"
"62899",NA,"disk"
"62901","us","disk"
"62902",NA,"disk"
"62908","us","disk"
"62911","us","disk"
"62914",NA,"disk"
"62918",NA,"disk"
"62919","us","disk"
"62920","us","disk"
"62924","us","disk"
"62927","us","disk"
"62929","us","disk"
"62946","us","disk"
"62948","us","disk"
"62949","us","disk"
"62950",NA,"disk"
"62957","us","disk"
"62973","us","disk"
"62974",NA,"disk"
"62982","us","disk"
"62985","us","disk"
"63003","us","disk"
"63005","us","disk"
"63006","us","disk"
"63007","us","disk"
"63011","us","disk"
"63015","gb","disk"
"63016","us","disk"
"63034",NA,"disk"
"63050","us","disk"
"63057","us","disk"
"63061","us","disk"
"63064",NA,"disk"
"63067","us","disk"
"63069","us","disk"
"63070","us","disk"
"63071","us","disk"
"63075","us","disk"
"63087","us","disk"
"63092","gb","light"
"63093","us","disk"
"63094","us","disk"
"63113","gb","circle"
"63114","us","disk"
"63119","us","disk"
"63121","us","disk"
"63124","us","disk"
"63127","us","disk"
"63129","us","disk"
"63133","us","disk"
"63134",NA,"disk"
"63148","us","disk"
"63153","us","disk"
"63157","us","disk"
"63161",NA,"disk"
"63163",NA,"disk"
"63169","us","disk"
"63174",NA,"disk"
"63182","us","disk"
"63186","gb","fireball"
"63187","us","disk"
"63190","us","disk"
"63193","ca","disk"
"63198","us","disk"
"63205","us","disk"
"63215","us","disk"
"63233","us","disk"
"63238","us","disk"
"63244","us","disk"
"63245","us","disk"
"63293","us","disk"
"63300",NA,"disk"
"63320","gb","unknown"
"63326",NA,"disk"
"63333","us","disk"
"63334","ca","disk"
"63355","us","disk"
"63367","us","disk"
"63378","gb","other"
"63385","us","disk"
"63390","us","disk"
"63409","us","disk"
"63418","us","disk"
"63426","gb","fireball"
"63460","gb","cross"
"63463","gb","oval"
"63471","us","disk"
"63477","gb","light"
"63480","gb","rectangle"
"63483","gb","disk"
"63491","gb","light"
"63494","gb","light"
"63497",NA,"disk"
"63498","us","disk"
"63528",NA,"disk"
"63532","us","disk"
"63533","au","disk"
"63540","us","disk"
"63546","us","disk"
"63553","us","disk"
"63554","us","disk"
"63555","us","disk"
"63559","gb","unknown"
"63579","us","disk"
"63582","us","disk"
"63590","gb","circle"
"63598","us","disk"
"63619","us","disk"
"63621","us","disk"
"63627","ca","disk"
"63629",NA,"disk"
"63632","gb","circle"
"63635",NA,"disk"
"63645","gb","light"
"63687","us","disk"
"63699","gb","circle"
"63725","us","disk"
"63731","us","disk"
"63754","us","disk"
"63755","us","disk"
"63768","ca","disk"
"63772","gb","oval"
"63812","us","disk"
"63815","us","disk"
"63820","gb","cigar"
"63821","us","disk"
"63823","us","disk"
"63825","ca","disk"
"63851","ca","disk"
"63861","us","disk"
"63878","gb","other"
"63888","gb","unknown"
"63892","gb",NA
"63900","us","disk"
"63903","gb","changing"
"63911",NA,"disk"
"63921",NA,"disk"
"63929","gb","changing"
"63930",NA,"disk"
"63931","gb","changing"
"63938","gb","circle"
"63939","gb","light"
"63960",NA,"disk"
"63966","us","disk"
"63971","gb","light"
"63979","us","disk"
"63993","us","disk"
"64000","us","disk"
"64003","us","disk"
"64028","ca","disk"
"64035","us","disk"
"64049","gb","light"
"64059","ca","disk"
"64062","us","disk"
"64063","us","disk"
"64068","us","disk"
"64074","gb","sphere"
"64082","gb","unknown"
"64087",NA,"disk"
"64097","us","disk"
"64101",NA,"disk"
"64112",NA,"disk"
"64114","gb","cylinder"
"64122","us","disk"
"64128","us","disk"
"64134","us","disk"
"64151",NA,"disk"
"64178","ca","disk"
"64184","gb","light"
"64192","us","disk"
"64197","us","disk"
"64202","us","disk"
"64218",NA,"disk"
"64246","us","disk"
"64263","ca","disk"
"64271","us","disk"
"64306","us","disk"
"64312","us","disk"
"64315","us","disk"
"64340","us","disk"
"64342","us","disk"
"64348","gb","diamond"
"64352","gb","light"
"64363","us","disk"
"64371","gb","light"
"64373","us","disk"
"64375","gb","disk"
"64376","us","disk"
"64386",NA,"disk"
"64395","us","disk"
"64403","us","disk"
"64405","ca","disk"
"64418","ca","disk"
"64420","us","disk"
"64428","gb","unknown"
"64429","gb","circle"
"64432",NA,"disk"
"64434","gb","sphere"
"64435","gb","circle"
"64437","us","disk"
"64441","us","disk"
"64443","gb","light"
"64445","gb","light"
"64456","us","disk"
"64461","us","disk"
"64462",NA,"disk"
"64473","gb","light"
"64474","us","disk"
"64476","us","disk"
"64496","gb","unknown"
"64503","gb","circle"
"64512","us","disk"
"64557","us","disk"
"64595","us","disk"
"64596","us","disk"
"64598","gb","disk"
"64602","us","disk"
"64610","us","disk"
"64621","gb","disk"
"64622",NA,"disk"
"64639","us","disk"
"64642","us","disk"
"64680","gb","oval"
"64689",NA,"disk"
"64692","us","disk"
"64693","gb","sphere"
"64702","gb","light"
"64721","us","disk"
"64752","us","disk"
"64792","us","disk"
"64806","us","disk"
"64807","us","disk"
"64809","us","disk"
"64811","us","disk"
"64816","us","disk"
"64822","us","disk"
"64826","us","disk"
"64832","us","disk"
"64837","us","disk"
"64839","us","disk"
"64841","gb","circle"
"64875","gb","egg"
"64877","gb","cigar"
"64878","us","disk"
"64887",NA,"disk"
"64905","us","disk"
"64910","us","disk"
"64911","gb","triangle"
"64925","us","disk"
"64926",NA,"disk"
"64929","us","disk"
"64944","gb","light"
"64953",NA,"disk"
"64963",NA,"disk"
"64982","gb","light"
"64985","gb","light"
"64991","us","disk"
"65000","gb","triangle"
"65009","us","disk"
"65040","us","disk"
"65041","us","disk"
"65053","us","disk"
"65063","gb","light"
"65068",NA,"disk"
"65075","us","disk"
"65081","us","disk"
"65082","us","disk"
"65084","gb",NA
"65111","us","disk"
"65117","us","disk"
"65138",NA,"disk"
"65143","us","disk"
"65149","us","disk"
"65169","gb","light"
"65171","us","disk"
"65172",NA,"disk"
"65174","us","disk"
"65189","gb","fireball"
"65200","gb","disk"
"65209","us","disk"
"65211","us","disk"
"65225","ca","disk"
"65227",NA,"disk"
"65233","us","disk"
"65245","us","disk"
"65252",NA,"disk"
"65257",NA,"disk"
"65262","us","disk"
"65265","us","disk"
"65295","ca","disk"
"65297","us","disk"
"65316","gb","triangle"
"65324","gb","flash"
"65359","us","disk"
"65427","us","disk"
"65428",NA,"disk"
"65435",NA,"disk"
"65449","us","disk"
"65458","us","disk"
"65467","us","disk"
"65473","ca","disk"
"65475",NA,"disk"
"65478","gb","triangle"
"65483",NA,"disk"
"65493","us","disk"
"65515","us","disk"
"65537","gb","triangle"
"65538","us","disk"
"65572","gb","fireball"
"65574","gb",NA
"65587",NA,"disk"
"65596","us","disk"
"65632","us","disk"
"65633","us","disk"
"65653","us","disk"
"65655",NA,"disk"
"65656","us","disk"
"65660","us","disk"
"65682","us","disk"
"65683","gb","other"
"65698","us","disk"
"65704","gb","cylinder"
"65710","gb","circle"
"65717","de","disk"
"65719","gb","cigar"
"65742","ca","disk"
"65757","us","disk"
"65768","us","disk"
"65771","gb","light"
"65780","us","disk"
"65796","us","disk"
"65812","us","disk"
"65816",NA,"disk"
"65819",NA,"disk"
"65834",NA,"disk"
"65835","us","disk"
"65874","us","disk"
"65883","gb","other"
"65896","us","disk"
"65897","us","disk"
"65934","gb","unknown"
"65948","us","disk"
"65977","us","disk"
"65981","gb","light"
"65982","au","disk"
"65984","us","disk"
"65996","gb","disk"
"66012","us","disk"
"66013","us","disk"
"66034","us","disk"
"66035","gb","circle"
"66083","us","disk"
"66106",NA,"disk"
"66118","us","disk"
"66120","us","disk"
"66124","us","disk"
"66130","gb","egg"
"66145","gb","fireball"
"66146","us","disk"
"66151","us","disk"
"66158","us","disk"
"66162","ca","disk"
"66163",NA,"disk"
"66166","us","disk"
"66171","gb","light"
"66175",NA,"disk"
"66176","gb","sphere"
"66195",NA,"disk"
"66198","us","disk"
"66199","us","disk"
"66210","gb","light"
"66221","gb","oval"
"66230",NA,"disk"
"66237","gb","sphere"
"66243","gb","circle"
"66254","us","disk"
"66267","gb","circle"
"66275",NA,"disk"
"66351",NA,"disk"
"66353","gb","disk"
"66361","us","disk"
"66363","us","disk"
"66389","us","disk"
"66403","ca","disk"
"66417","gb","cylinder"
"66424","us","disk"
"66428","us","disk"
"66444","gb","unknown"
"66448","us","disk"
"66466","ca","disk"
"66473","us","disk"
"66486","gb","circle"
"66499","gb","formation"
"66504","gb","triangle"
"66517","de","disk"
"66526","us","disk"
"66537","us","disk"
"66557","us","disk"
"66558","gb","circle"
"66562","gb","changing"
"66566","us","disk"
"66586","us","disk"
"66612",NA,"disk"
"66639","us","disk"
"66682","us","disk"
"66687",NA,"disk"
"66699","gb","light"
"66717","us","disk"
"66721","gb","light"
"66738","gb","light"
"66749","ca","disk"
"66757","gb","fireball"
"66765","us","disk"
"66770","gb","cross"
"66786","gb","formation"
"66793","us","disk"
"66797","gb","cross"
"66800","gb","sphere"
"66817","us","disk"
"66827","us","disk"
"66840","us","disk"
"66849","ca","disk"
"66883",NA,"disk"
"66892","us","disk"
"66900","ca","disk"
"66911","us","disk"
"66931","gb","oval"
"66940","us","disk"
"66941","gb","oval"
"66943","gb","flash"
"66950","ca","disk"
"66957","us","disk"
"66959",NA,"disk"
"66975","gb","rectangle"
"66979",NA,"disk"
"66990","gb","disk"
"66994","ca","disk"
"66998","us","disk"
"66999","gb","light"
"67000","ca","disk"
"67011","us","disk"
"67019","us","disk"
"67028","gb","cigar"
"67031","gb","other"
"67039","us","disk"
"67056",NA,"disk"
"67058","us","disk"
"67066","ca","disk"
"67069","us","disk"
"67083","gb","formation"
"67096","gb","circle"
"67122",NA,"disk"
"67156","us","disk"
"67157","us","disk"
"67160",NA,"disk"
"67161",NA,"disk"
"67164","us","disk"
"67182","us","disk"
"67183","us","disk"
"67215","us","disk"
"67223","gb","light"
"67227",NA,"disk"
"67228","gb","fireball"
"67237",NA,"disk"
"67252","us","disk"
"67260","us","disk"
"67262","ca","disk"
"67266","us","disk"
"67278","gb","triangle"
"67287","us","disk"
"67288","us","disk"
"67289","us","disk"
"67290","us","disk"
"67311","us","disk"
"67315","us","disk"
"67322","us","disk"
"67400","us","disk"
"67426","gb","egg"
"67428","us","disk"
"67435","us","disk"
"67437","gb","unknown"
"67453","us","disk"
"67465","us","disk"
"67473","gb","disk"
"67489",NA,"disk"
"67495","us","disk"
"67503",NA,"disk"
"67510","gb","circle"
"67515","us","disk"
"67528","gb","light"
"67531","us","disk"
"67535",NA,"disk"
"67561","us","disk"
"67616","gb","light"
"67622","us","disk"
"67650","us","disk"
"67657","us","disk"
"67675","gb","circle"
"67686","us","disk"
"67699","us","disk"
"67717","gb","formation"
"67730","us","disk"
"67748","gb","circle"
"67753","gb","triangle"
"67757",NA,"disk"
"67764","us","disk"
"67770","gb","other"
"67790","gb","light"
"67816","gb","sphere"
"67850","gb","oval"
"67870","us","disk"
"67881","gb","light"
"67890","us","disk"
"67893","us","disk"
"67894","gb","disk"
"67913","us","disk"
"67924","gb","unknown"
"67939","us","disk"
"67945",NA,"disk"
"67947",NA,"disk"
"67974","gb","cylinder"
"67997","us","disk"
"68004","gb","egg"
"68013","gb","oval"
"68014","us","disk"
"68015","ca","disk"
"68018","us","disk"
"68026","us","disk"
"68068","gb",NA
"68107","us","disk"
"68111","gb","egg"
"68123","us","disk"
"68127","gb","circle"
"68128",NA,"disk"
"68140",NA,"disk"
"68143","us","disk"
"68144","us","disk"
"68147","us","disk"
"68148","us","disk"
"68163",NA,"disk"
"68165","us","disk"
"68181","us","disk"
"68204",NA,"disk"
"68210","gb","oval"
"68233","us","disk"
"68262","us","disk"
"68263","us","disk"
"68265","us","disk"
"68279","gb","teardrop"
"68281","us","disk"
"68303","gb","sphere"
"68304","us","disk"
"68316","gb","fireball"
"68328","gb","circle"
"68331","us","disk"
"68386","us","disk"
"68392","us","disk"
"68486",NA,"disk"
"68525",NA,"disk"
"68533","us","disk"
"68537","us","disk"
"68542",NA,"disk"
"68543",NA,"disk"
"68553","us","disk"
"68558","us","disk"
"68563","us","disk"
"68567","us","disk"
"68577",NA,"disk"
"68579","us","disk"
"68611","us","disk"
"68662","us","disk"
"68663","us","disk"
"68729","gb","light"
"68735","us","disk"
"68755",NA,"disk"
"68764","us","disk"
"68772","us","disk"
"68785","us","disk"
"68793","us","disk"
"68797","us","disk"
"68822","us","disk"
"68827","us","disk"
"68828","us","disk"
"68851","us","disk"
"68878","us","disk"
"68879","us","disk"
"68913","gb","circle"
"68924","us","disk"
"68925","us","disk"
"68935","us","disk"
"68968","gb","cigar"
"68986","us","disk"
"69017","us","disk"
"69030","gb","oval"
"69033","gb","circle"
"69061","gb",NA
"69132","us","disk"
"69156","us","disk"
"69193",NA,"disk"
"69207","us","disk"
"69281","us","disk"
"69283",NA,"disk"
"69284",NA,"disk"
"69326","us","disk"
"69386","us","disk"
"69398","us","disk"
"69419","us","disk"
"69422","us","disk"
"69430","us","disk"
"69449","us","disk"
"69493","us","disk"
"69522","us","disk"
"69550","us","disk"
"69558","us","disk"
"69559","us","disk"
"69751","us","disk"
"69798","us","disk"
"69802","us","disk"
"69803","us","disk"
"69804","us","disk"
"69809","us","disk"
"69812","us","disk"
"69821","us","disk"
"69826","gb","triangle"
"69831","us","disk"
"69839","gb","light"
"69849",NA,"disk"
"69865","gb","sphere"
"69894",NA,"disk"
"69900",NA,"disk"
"69925","ca","disk"
"69930","au","disk"
"69945","us","disk"
"69954","us","disk"
"69955","us","disk"
"69957",NA,"disk"
"69964","us","disk"
"69968","gb","light"
"69974","us","disk"
"70001","us","disk"
"70002","us","disk"
"70010","gb","cylinder"
"70011","us","disk"
"70013","gb","cylinder"
"70020","us","disk"
"70021","us","disk"
"70030","us","disk"
"70039","us","disk"
"70109","us","disk"
"70133","us","disk"
"70158",NA,"disk"
"70179","ca","disk"
"70195","gb","unknown"
"70198","us","disk"
"70200","us","disk"
"70214","gb","rectangle"
"70235","gb","light"
"70249","us","disk"
"70348","us","disk"
"70425","us","disk"
"70428",NA,"disk"
"70436","us","disk"
"70438","us","disk"
"70445","us","disk"
"70446","us","disk"
"70447","us","disk"
"70448","us","disk"
"70454","gb","other"
"70464",NA,"disk"
"70473","us","disk"
"70495","gb","light"
"70502","us","disk"
"70548","gb","disk"
"70552","us","disk"
"70557",NA,"disk"
"70571","gb","circle"
"70617",NA,"disk"
"70636","us","disk"
"70645","gb","fireball"
"70663","us","disk"
"70664","gb","triangle"
"70718","gb","fireball"
"70778","us","disk"
"70797","us","disk"
"70798","us","disk"
"70807",NA,"disk"
"70808","us","disk"
"70820","us","disk"
"70835",NA,"disk"
"70843","gb","oval"
"70844","us","disk"
"70848","au","disk"
"70849","us","disk"
"70861","gb","other"
"70862","us","disk"
"70863","us","disk"
"70865","us","disk"
"70870","us","disk"
"70874",NA,"disk"
"70882","us","disk"
"70889","us","disk"
"70890","us","disk"
"70897","gb","triangle"
"70904",NA,"disk"
"70907","gb","sphere"
"70908","gb","light"
"70912","gb","oval"
"70917","us","disk"
"70957","us","disk"
"70958","gb","egg"
"70977","us","disk"
"71006","us","disk"
"71021","us","disk"
"71022","us","disk"
"71026","gb","triangle"
"71027",NA,"disk"
"71041","us","disk"
"71064","us","disk"
"71098","gb","triangle"
"71112",NA,"disk"
"71122","us","disk"
"71127",NA,"disk"
"71129","gb","cylinder"
"71134","us","disk"
"71138","us","disk"
"71155","us","disk"
"71157","us","disk"
"71179","us","disk"
"71180","us","disk"
"71185","us","disk"
"71231","us","disk"
"71233","us","disk"
"71257","us","disk"
"71267","us","disk"
"71272","us","disk"
"71283","us","disk"
"71285","us","disk"
"71289","us","disk"
"71290","us","disk"
"71291","us","disk"
"71292","us","disk"
"71293","us","disk"
"71308","us","disk"
"71318",NA,"disk"
"71320","us","disk"
"71341","ca","disk"
"71363",NA,"disk"
"71382","gb",NA
"71387","gb","triangle"
"71389","us","disk"
"71390","us","disk"
"71397","us","disk"
"71408","us","disk"
"71431","gb","sphere"
"71435","gb","sphere"
"71445","us","disk"
"71454",NA,"disk"
"71455","us","disk"
"71460","us","disk"
"71482","gb","triangle"
"71485","gb","disk"
"71511","gb","chevron"
"71517","gb","diamond"
"71530","us","disk"
"71540","gb","light"
"71542","gb","sphere"
"71544","gb","changing"
"71545","gb","light"
"71548","us","disk"
"71550","us","disk"
"71590","us","disk"
"71611","us","disk"
"71638","us","disk"
"71655","us","disk"
"71675","gb","circle"
"71680","gb","cigar"
"71691","us","disk"
"71695","us","disk"
"71714","ca","disk"
"71715","ca","disk"
"71716","ca","disk"
"71724",NA,"disk"
"71726","us","disk"
"71727","us","disk"
"71754","gb","light"
"71781","gb","light"
"71788","gb","light"
"71807","gb","cylinder"
"71829","us","disk"
"71841","gb","light"
"71860","us","disk"
"71922","us","disk"
"71944",NA,"disk"
"71947","us","disk"
"71951","us","disk"
"71952","us","disk"
"71953","us","disk"
"71955","us","disk"
"71956","us","disk"
"71959","us","disk"
"71961","us","disk"
"71962","us","disk"
"71966","us","disk"
"71970","us","disk"
"71976","us","disk"
"71980","gb","light"
"71986","us","disk"
"72000","us","disk"
"72014","us","disk"
"72023","gb","cigar"
"72029","us","disk"
"72031","ca","disk"
"72039","us","disk"
"72040","us","disk"
"72042",NA,"disk"
"72044",NA,"disk"
"72054","us","disk"
"72060","gb","circle"
"72067","us","disk"
"72080","us","disk"
"72086","us","disk"
"72102","us","disk"
"72107","us","disk"
"72111","us","disk"
"72115","us","disk"
"72116",NA,"disk"
"72125",NA,"disk"
"72149","gb","triangle"
"72156","us","disk"
"72172","us","disk"
"72176","gb","sphere"
"72177","us","disk"
"72199","us","disk"
"72201","us","disk"
"72213","us","disk"
"72233","gb","unknown"
"72249","gb","light"
"72261","us","disk"
"72264","us","disk"
"72278","gb","flash"
"72280","gb","circle"
"72307","gb","triangle"
"72340",NA,"disk"
"72348",NA,"disk"
"72355","us","disk"
"72367",NA,"disk"
"72368","gb","light"
"72379","us","disk"
"72411","us","disk"
"72414","us","disk"
"72478",NA,"disk"
"72480","us","disk"
"72481","us","disk"
"72483","us","disk"
"72489","us","disk"
"72491","us","disk"
"72493","us","disk"
"72496","us","disk"
"72498","us","disk"
"72502","us","disk"
"72503","us","disk"
"72506","us","disk"
"72514",NA,"disk"
"72524","us","disk"
"72525",NA,"disk"
"72541",NA,"disk"
"72542","us","disk"
"72544",NA,"disk"
"72546","us","disk"
"72554",NA,"disk"
"72566","gb","cigar"
"72569","us","disk"
"72585","gb","circle"
"72589","gb","other"
"72600",NA,"disk"
"72603","gb","changing"
"72608","us","disk"
"72609","us","disk"
"72610","gb","other"
"72613","gb","disk"
"72616","gb","triangle"
"72617","gb",NA
"72620","gb","triangle"
"72621","us","disk"
"72626","gb","light"
"72627","gb","sphere"
"72628","gb","triangle"
"72629","gb","light"
"72638","us","disk"
"72651","us","disk"
"72652","us","disk"
"72674","gb","formation"
"72680",NA,"disk"
"72683","us","disk"
"72696",NA,"disk"
"72700","gb","light"
"72736","gb","light"
"72751","us","disk"
"72787",NA,"disk"
"72788","us","disk"
"72796",NA,"disk"
"72823","us","disk"
"72843","us","disk"
"72859","gb","triangle"
"72889","gb","sphere"
"72893","us","disk"
"72911",NA,"disk"
"72920","us","disk"
"72935","us","disk"
"72957",NA,"disk"
"72958","us","disk"
"72970","gb","light"
"72975",NA,"disk"
"73002","us","disk"
"73019","gb","sphere"
"73029","gb","triangle"
"73033","gb","triangle"
"73034","us","disk"
"73036","us","disk"
"73039","us","disk"
"73040","us","disk"
"73051","us","disk"
"73053","us","disk"
"73070","gb","formation"
"73127","us","disk"
"73145","us","disk"
"73180","us","disk"
"73184","us","disk"
"73194","us","disk"
"73196",NA,"disk"
"73199","us","disk"
"73200","ca","disk"
"73205","us","disk"
"73216","gb","formation"
"73222","us","disk"
"73232",NA,"disk"
"73237","us","disk"
"73254","us","disk"
"73270","ca","disk"
"73290",NA,"disk"
"73291","us","disk"
"73309","us","disk"
"73310","gb","triangle"
"73311","us","disk"
"73312",NA,"disk"
"73319","us","disk"
"73323","us","disk"
"73344","gb",NA
"73352","us","disk"
"73359","us","disk"
"73364","us","disk"
"73370","gb","sphere"
"73386","us","disk"
"73395","gb","sphere"
"73417","us","disk"
"73419","us","disk"
"73461",NA,"disk"
"73464","us","disk"
"73480",NA,"disk"
"73486","us","disk"
"73487","us","disk"
"73489","us","disk"
"73491","ca","disk"
"73499","us","disk"
"73507","us","disk"
"73508","us","disk"
"73510","us","disk"
"73519","us","disk"
"73520","us","disk"
"73525","us","disk"
"73526","us","disk"
