"","datetime","city","country","shape"
"598",2020-07-05,"olympia","us","disk"
"599",2020-02-16,"pittsburgh","us","disk"
"600",2020-10-23,"cranbury","us","light"
"601",2020-08-05,"fremont","us","other"
"602",2020-07-04,"mountainboro","us","fireball"
"603",2020-05-13,"shirleysburg","us","formation"
"604",2020-10-20,"jersey city","us","cigar"
"605",2020-01-03,"homer","us","disk"
"606",2020-01-10,"hesperia","us","oval"
"607",2020-08-05,"mt. sterling",NA,"disk"
"608",2020-11-28,"texas city/galveston",NA,"unknown"
"609",2020-03-21,"swartz creek","us","fireball"
"610",2020-04-12,"birmingham (uk/england)","gb","sphere"
"611",2020-05-12,"ayer","us","unknown"
"612",2020-05-15,"elizabeth township",NA,"oval"
"613",2020-09-09,"tarboro","us","disk"
"614",2020-03-16,"waldport","us","light"
"615",2020-02-24,"chatsworth","us","light"
"616",2019-04-02,"acton","us","triangle"
"617",2020-02-24,"brandon","us","triangle"
"618",2020-05-11,"holton","us","light"
"619",2020-11-28,"monroe","us","sphere"
"620",2020-12-02,"jefferson","us","triangle"
"621",2019-06-23,"santa margarita/atascadero (between&#44 hwy 101)",NA,"other"
"622",2020-01-10,"lawrence","us","sphere"
"623",2020-04-27,"klamath falls","us","circle"
"624",2020-12-16,"n. ridgeville",NA,"triangle"
"625",2020-01-11,"wheeling","us","light"
"626",2020-02-18,"west palm beach","us",NA
"627",2020-10-30,"victoria (canada)","ca","sphere"
"628",2020-10-31,"roseburg (7 miles northwest of)","us","oval"
"629",2020-01-19,"alstead","us","fireball"
"630",2020-08-05,"louisburg","us","triangle"
"631",2020-07-01,"wappingers falls","us",NA
"632",2020-02-14,"mackay","us","disk"
"633",2020-03-31,"ft. walton beach",NA,"circle"
"634",2020-03-11,"winchester (near)","us","oval"
"635",2020-11-21,"jacksonville","us","circle"
"636",2020-05-11,"pawling","us","oval"
"637",2020-07-25,"carmichael","us","rectangle"
"638",2020-11-26,"orono","us","disk"
"639",2020-03-11,"pateros","us","oval"
"640",2020-01-19,"san pedro","us","light"
"641",2020-04-27,"jamestown","us","light"
"642",2020-02-22,"easley","us","other"
"643",2020-02-14,"wilmington","us","circle"
"644",2020-09-24,"maryville","us","cigar"
"645",2020-08-05,"little rock","us","triangle"
"646",2020-09-02,"fort lee",NA,"unknown"
"647",2020-03-31,"mckenzie","us","disk"
"648",2019-01-28,"las vegas","us","cigar"
"649",2020-01-17,"lafayette","us","other"
"650",2020-01-22,"echo summit (sierra at tahoe ski area)",NA,"sphere"
"651",2020-11-20,"dublin (near warner robins)","us","triangle"
"652",2020-12-12,"springfield","us","egg"
"653",2019-11-09,"longview","us","unknown"
"654",2020-06-21,"henderson/oxford",NA,"cross"
"655",2019-01-28,"tempe","us","triangle"
"656",2020-02-14,"delaware","us","light"
"657",2020-11-03,"pryor","us","light"
"658",2019-04-26,"pawnee","us","triangle"
"659",2020-06-12,"new york city","us","disk"
"660",2020-06-12,"tylertown/mccomb (between; on hwy. 98 )",NA,"changing"
"661",2020-12-16,"chicopee","us","changing"
"662",2020-10-12,"santa barbara","us","triangle"
"663",2020-11-28,"warsaw","us","cigar"
"664",2020-10-15,"las vegas","us","circle"
"665",2020-11-20,"fredericksburg","us","disk"
"666",2019-11-02,"iowa city","us",NA
"667",2019-11-02,"lake oswego","us",NA
"668",2019-11-02,"lake oswego","us",NA
"669",2020-10-31,"ashland","us","disk"
"670",2020-05-24,"williamsburg","us","rectangle"
"671",2020-01-29,"taunton (near) (uk/england)","gb","light"
"672",2020-08-28,"uk/england",NA,"light"
"673",2019-11-02,"vacaville","us",NA
"674",2020-03-11,"tinley park","us","other"
"675",2020-10-31,"wantagh","us","triangle"
"676",2019-11-02,"austin","us",NA
"677",2019-11-02,"piedmont","us",NA
"678",2020-09-24,"dover","us","triangle"
"679",2020-10-30,"lake berryessa",NA,"sphere"
"680",2019-01-28,"west houston (greenridge @ westiemer rd.; near galleria)","us","formation"
"681",2020-10-11,"bainbridge","us","triangle"
"682",2020-02-14,"new york city (manhattan)","us","oval"
"683",2020-08-12,"cupertino","us","sphere"
"684",2020-10-12,"safford","us","sphere"
"685",2020-12-12,"the woodlands","us","fireball"
"686",2020-12-03,"bemidji","us","triangle"
"687",2019-01-28,"fort jennings",NA,"other"
"688",2020-11-20,"garland","us","rectangle"
"689",2019-10-02,"jefferson","us","other"
"690",2020-05-15,"oregon (rural)",NA,"rectangle"
"691",2019-01-28,"charlotte","us","cigar"
"692",2020-04-14,"green bay","us","light"
"693",2020-01-10,"pelzer","us","triangle"
"694",2019-06-23,"hyannis","us","triangle"
"695",2020-01-19,"bourbonnais","us","triangle"
"696",2019-11-19,"oakland","us","light"
"697",2019-01-28,"martinsville","us","other"
"698",2020-10-30,"summerville","us","triangle"
"699",2019-01-28,"lakeland","us","light"
"700",2019-07-05,"logan","us","triangle"
"701",2019-11-01,"portland","us","light"
"702",2019-11-01,"st. paul","us","fireball"
"703",2020-11-02,"nisqually","us","disk"
"704",2019-04-02,"rio rancho","us","fireball"
"705",2020-01-03,"bayfield","us","light"
"706",2020-12-23,"chicora","us","disk"
"707",2020-02-03,"san francisco","us","sphere"
"708",2019-10-19,"elgin","us","disk"
"709",2019-04-02,"del mar","us","fireball"
"710",2019-11-19,"la jolla (over)","us","fireball"
"711",2019-11-01,"manchester","us","oval"
"712",2020-08-05,"clarinda","us","triangle"
"713",2019-11-19,"wadley (5 hrs from san luis opsipo) (mexico)",NA,"triangle"
"714",2020-07-26,"warrington (uk/england)","gb","fireball"
"715",2019-11-01,"mt sterling",NA,"formation"
"716",2019-11-01,"ipava","us","triangle"
"717",2020-08-05,"moundsville","us","triangle"
"718",2019-11-19,"mosinee","us","other"
"719",2019-10-19,"san antonio","us","fireball"
"720",2020-05-14,"oak brook","us","light"
"721",2019-11-02,"portland","us","light"
"722",2019-10-02,"elyria","us","triangle"
"723",2020-02-18,"new york city (manhattan)","us","unknown"
"724",2019-10-19,"norman","us","cigar"
"725",2019-10-02,"las vegas","us","light"
"726",2019-11-17,"nellis air force base (50-100 miles east of)",NA,"light"
"727",2019-10-19,"miami","us","unknown"
"728",2019-11-17,"endicott/binghamton",NA,"formation"
"729",2019-10-19,"independence","us","chevron"
"730",2020-04-08,"blankenberge (belgium)",NA,"formation"
"731",2020-12-02,"vaughn","us","formation"
"732",2020-04-01,"sturgis","us","disk"
"733",2020-08-05,"markham (canada)","ca","cigar"
"734",2020-07-05,"yangtzee river (china)",NA,"disk"
"735",2020-08-30,"madera","us","light"
"736",2020-07-01,"stockton","us","sphere"
"737",2020-12-02,"chandler","us","cigar"
"738",2020-12-02,"belmont","us","unknown"
"739",2020-12-20,"prineville","us","unknown"
"740",2020-05-24,"tillicoultry (central scotland) (uk/scotland)","gb","triangle"
"741",2020-10-30,"wheaton","us","triangle"
"742",2020-12-02,"albuquerque","us","triangle"
"743",2020-08-05,"orange park","us","other"
"744",2020-12-02,"colorado springs","us","light"
"745",2020-12-02,"maryville","us","light"
"746",2020-08-28,"healesville. victoria (australia)",NA,"light"
"747",2020-11-20,"jackson","us","triangle"
"748",2020-12-02,"jones beach","us","diamond"
"749",2020-10-12,"seattle","us",NA
"750",2020-10-12,"kansas city","us","light"
"751",2020-11-08,"houghton lake","us","triangle"
"752",2020-10-12,"greene","us","oval"
"753",2020-01-31,"interstate 5 or tributary between vasilia and sacrammento",NA,"triangle"
"754",2020-10-12,"lafayette","us","changing"
"755",2020-07-01,"lynden","us","light"
"756",2020-06-12,"albany","us","flash"
"757",2020-09-17,"new york city (staten island)","us","triangle"
"758",2020-03-04,"chulucanas-piura la vieja (peru)",NA,"other"
"759",2020-12-23,"courtland","us","circle"
"760",2020-10-15,"hong kong",NA,"formation"
"761",2020-12-12,"nebraska city","us","teardrop"
"762",2020-10-15,"oakland","us","oval"
"763",2020-10-15,"everson","us","other"
"764",2020-10-15,"port townsend","us","fireball"
"765",2020-10-15,"snohomish","us","sphere"
"766",2020-10-15,"sumner","us","circle"
"767",2020-10-15,"pueblo","us","triangle"
"768",2020-10-15,"seattle","us","unknown"
"769",2020-10-15,"seattle","us","teardrop"
"770",2020-10-15,"seattle","us","other"
"771",2020-10-15,"kent","us","unknown"
"772",2020-10-15,"lynnwood","us","fireball"
"773",2020-10-15,"rainier","us","light"
"774",2020-07-16,"monroe","us","light"
"775",2020-10-30,"natrona heights&#44 new kensington",NA,"light"
"776",2020-03-04,"kingston","us","cigar"
"777",2020-09-24,"santa fe","us","egg"
"778",2020-08-11,"germantown","us","cigar"
"779",2020-12-14,"karavostasi (greece)",NA,"cross"
"780",2020-07-06,"winslow","us","other"
"781",2020-04-27,"athol","us","teardrop"
"782",2020-04-22,"grants","us","fireball"
"783",2020-10-15,"port hadlock","us","fireball"
"784",2020-10-11,"orlando","us","other"
"785",2020-10-15,"new york city (staten island)","us","egg"
"786",2020-10-15,"new york city (staten island)","us","light"
"787",2020-10-15,"castro valley","us","other"
"788",2020-10-15,"edmonds","us","unknown"
"789",2020-08-07,"riverton","us","unknown"
"790",2020-10-15,"new york city","us","changing"
"791",2020-10-07,"saco","us","circle"
"792",2020-10-15,"redmond","us","light"
"793",2020-06-04,"peterborough (canada)","ca","unknown"
"794",2020-01-17,"long beach (sports arena)","us","other"
"795",2020-12-19,"hartland","us","unknown"
"796",2020-01-31,"kennesaw","us","triangle"
"797",2020-04-30,"perry township",NA,"cigar"
"798",2020-04-27,"san diego","us","unknown"
"799",2020-10-07,"bellevue","us","light"
"800",2020-10-07,"rye","us","sphere"
"801",2020-03-11,"oologah","us","other"
"802",2020-12-07,"granville","us","circle"
"803",2020-10-15,"quesnel (canada)","ca","other"
"804",2020-10-07,"slocan park (canada)",NA,"light"
"805",2020-01-17,"circleville","us","light"
"806",2020-11-11,"west central missouri",NA,"light"
"807",2020-10-27,"mt. morris","us","circle"
"808",2020-02-01,"eureka","us","unknown"
"809",2020-02-14,"las vegas","us","cylinder"
"810",2020-10-27,"albuquerque","us","oval"
"811",2020-12-03,"richmond","us","triangle"
"812",2020-10-27,"tucson","us","unknown"
"813",2020-10-27,"sebastian inlet (north of)",NA,"other"
"814",2020-10-27,"dunstable (uk/england)","gb","fireball"
"815",2020-10-27,"sidney","us","sphere"
"816",2020-10-27,"saskatoon (canada)","ca","circle"
"817",2020-10-11,"evergreen park/tinley park/orland park",NA,"light"
"818",2020-12-12,"harrisburg","us","light"
"819",2020-10-11,"oak forest","us","circle"
"820",2020-10-11,"oak forest","us","light"
"821",2020-10-11,"orland park","us","diamond"
"822",2020-10-11,"tinley park","us","circle"
"823",2020-10-11,"midlothian/posen",NA,"light"
"824",2020-10-11,"orland park","us","light"
"825",2020-10-11,"orland park","us","light"
"826",2020-10-11,"midlothian","us","light"
"827",2020-10-11,"oak forest","us","changing"
"828",2020-10-11,"oak forest","us","light"
"829",2020-10-11,"posen/midlothian",NA,"formation"
"830",2020-10-11,"tinley park","us","circle"
"831",2020-10-11,"tinley park","us","circle"
"832",2020-10-11,"tinley park","us","formation"
"833",2020-10-11,"tinley park","us","triangle"
"834",2020-10-11,"tinley park","us","triangle"
"835",2020-10-11,"tinley park","us","triangle"
"836",2020-10-11,"tinley park","us","triangle"
"837",2020-10-11,"oak forest","us","light"
"838",2020-10-11,"evergreen park","us","light"
"839",2020-10-11,"alsip","us","light"
"840",2020-10-11,"crestwood","us","light"
"841",2020-02-14,"cuyahoga falls","us","other"
"842",2020-10-11,"hillside","us","changing"
"843",2020-10-11,"manhattan","us","triangle"
"844",2020-10-11,"oak forest","us","cylinder"
"845",2020-10-11,"oak forest","us","light"
"846",2020-10-11,"oak forest","us","unknown"
"847",2020-10-11,"tinley park","us","triangle"
"848",2020-10-11,"posen","us","light"
"849",2020-10-11,"greenup","us","circle"
"850",2020-10-11,"homestead","us","light"
"851",2020-10-11,"vanderbilt","us","circle"
"852",2020-10-20,"albuquerque","us","disk"
"853",2020-10-11,"lake worth","us","sphere"
"854",2020-05-15,"phoenix","us","oval"
"855",2020-10-11,"los angeles","us","formation"
"856",2020-03-11,"west palm beach","us","teardrop"
"857",2020-10-11,"winnamac",NA,"triangle"
"858",2020-10-20,"rogers","us","triangle"
"859",2020-10-11,"liberty hill","us","light"
"860",2020-10-11,"san jose","us","chevron"
"861",2020-10-11,"hamilton (canada)","ca","light"
"862",2020-10-11,"napa","us","unknown"
"863",2020-01-10,"laurelville","us","unknown"
"864",2020-10-11,"oklahoma city","us","light"
"865",2020-10-11,"buxton (uk/england)","gb","light"
"866",2020-10-11,"montr&eacute;al (canada)",NA,"changing"
"867",2020-10-11,"central lake","us","unknown"
"868",2020-10-30,"portage la prairie (canada0",NA,"other"
"869",2020-10-11,"tinley park","us","light"
"870",2020-04-27,"lake wasahetchie",NA,"chevron"
"871",2020-10-30,"jones","us","oval"
"872",2020-10-30,"rio rancho","us","oval"
"873",2020-10-30,"bursa (turkey)",NA,"teardrop"
"874",2020-10-30,"irving","us","circle"
"875",2020-10-30,"montebello","us","other"
"876",2020-07-05,"iraq",NA,"triangle"
"877",NA,NA,NA,NA
"878",NA,NA,NA,NA
"879",2020-10-30,"flemington","us","cross"
"880",2020-01-31,"new york city (bronx)","us","rectangle"
"881",2020-10-30,"mt. pleasant","us","circle"
"882",2020-03-19,"plainfield","us","oval"
"883",2020-12-12,"thompson","us","cigar"
"884",2020-10-30,"obrien",NA,"other"
"885",2020-10-30,"algona","us","unknown"
"886",2020-12-07,"onion creek","us","chevron"
"887",2020-02-01,"west greenwhich",NA,"disk"
"888",2020-10-30,"monkton","us","oval"
"889",2020-12-12,"las vegas","us","fireball"
"890",2020-10-30,"austin","us",NA
"891",2020-10-30,"fall city","us","fireball"
"892",2020-10-30,"orchards","us","fireball"
"893",2020-10-30,"pullman","us","circle"
"894",2020-10-30,"seattle","us","teardrop"
"895",2020-10-30,"orchard park","us","unknown"
"896",2020-10-30,"sandrock",NA,"unknown"
"897",2020-10-30,"seattle","us","light"
"898",2020-10-30,"roseville","us","sphere"
"899",2020-10-30,"tin cup",NA,"changing"
"900",2020-10-30,"santa fe","us","fireball"
"901",2020-10-30,"phoenix and saguaro lake",NA,"light"
"902",2020-10-30,"winslow","us","fireball"
"903",2020-10-30,"cuchara","us",NA
"904",2020-10-30,"glorieta","us","changing"
"905",2020-10-30,"silver city","us","light"
"906",2020-10-30,"wide ruins","us","cylinder"
"907",2020-10-30,"boulder","us","oval"
"908",2020-10-30,"canon city","us","light"
"909",2020-10-30,"cerrillos",NA,"changing"
"910",2020-10-30,"denver","us","circle"
"911",2020-02-24,"edwards/vail (between)",NA,"formation"
"912",2020-10-30,"fairplay","us","unknown"
"913",2020-10-30,"hartsel","us","fireball"
"914",2020-10-30,"mccoy","us","light"
"915",2020-10-30,"pueblo west","us","sphere"
"916",2020-10-30,"santa fe","us","light"
"917",2020-02-01,"taos","us","formation"
"918",2020-10-30,"cascade","us","circle"
"919",2020-10-30,"boulder (foothills of)","us","sphere"
"920",2020-10-30,"cripple creek","us","fireball"
"921",2020-10-30,"grand junction (15-20 miles",NA,"light"
"922",2020-10-30,"raton","us","formation"
"923",2020-10-30,"raton","us","formation"
"924",2020-10-30,"sedalia","us","formation"
"925",2020-10-30,"silverthorne","us","light"
"926",2020-10-30,"monument","us","other"
"927",2020-12-07,"pueblo west","us","light"
"928",2020-10-30,"farmington","us","light"
"929",2020-10-30,"san antonio","us","circle"
"930",2020-06-12,"escondido","us","diamond"
"931",2020-10-08,"los angeles","us","flash"
"932",2020-10-08,"dayton","us","oval"
"933",2020-11-28,"barrie (canada)","ca","circle"
"934",2020-10-08,"adelaide  (south australia)","au","oval"
"935",2020-10-08,"sautee nacoochee",NA,"light"
"936",2020-10-08,"gadsden","us","unknown"
"937",2020-10-08,"charlotte","us","light"
"938",2020-03-04,"litchfield","us","oval"
"939",2020-11-28,"granville","us","sphere"
"940",2020-10-31,"beulaville","us","triangle"
"941",2020-10-08,"youngstown","us","unknown"
"942",2020-10-08,"ewa beach","us","light"
"943",2020-12-12,"north battleford (canada)","ca","disk"
"944",2020-10-08,"tryon","us","light"
"945",2020-10-08,"ballinger","us","unknown"
"946",2020-11-28,"deer park","us","other"
"947",2020-10-08,"sanford","us","triangle"
"948",2020-10-08,"dublin","us","flash"
"949",2020-05-15,"conway","us","triangle"
"950",2020-10-31,"kuala lumpur (malaysia)",NA,"disk"
"951",2020-10-31,"bryan","us","cylinder"
"952",2020-10-31,"merrick","us","disk"
"953",2020-01-10,"huntington","us","cylinder"
"954",2020-10-31,"lynchburg","us","light"
"955",2020-02-14,"iuka","us","oval"
"956",2020-01-10,"hope mills","us","fireball"
"957",2020-10-31,"lanagan","us","light"
"958",2020-10-31,"dallas","us","oval"
"959",2020-12-12,"pell city","us","cigar"
"960",2020-01-05,"warwick","us","circle"
"961",2020-10-31,"bonham","us","egg"
"962",2020-10-31,"delta (canada)","ca","disk"
"963",2020-10-31,"cabazon","us","light"
"964",2020-10-31,"glenrock","us","unknown"
"965",2020-10-31,"marysville","us","circle"
"966",2020-08-27,"texas city","us","other"
"967",2020-10-31,"wilson","us","circle"
"968",2020-10-31,"idaho falls","us","light"
"969",2020-10-31,"leavenworth","us","light"
"970",2020-10-31,"renton","us","light"
"971",2020-10-31,"wellington","us","light"
"972",2020-05-13,"yerevan (armenia)",NA,"unknown"
"973",2020-10-31,"lacey","us","unknown"
"974",2020-10-31,"garrett","us","triangle"
"975",2020-10-31,"arlington","us","sphere"
"976",2020-10-31,"sunnyvale","us","other"
"977",2020-10-31,"kingsport","us","triangle"
"978",2020-08-21,"grafton",NA,"light"
"979",2020-12-12,"hogansville","us","disk"
"980",2020-12-12,"pawtucket","us","cylinder"
"981",2020-12-12,"canton","us","triangle"
"982",2020-12-12,"coitsville",NA,"oval"
"983",2020-12-12,"whitefield","us","light"
"984",2020-05-13,"memphis","us","oval"
"985",2020-12-12,"grafton",NA,"sphere"
"986",2020-12-12,"providence","us","disk"
"987",2020-12-12,"beaver","us","light"
"988",2020-12-12,"belmont","us","triangle"
"989",2020-12-12,"belleview","us","circle"
"990",2020-12-12,"fairfield","us","light"
"991",2020-02-14,"redding","us","other"
"992",2020-11-21,"delray beach","us","other"
"993",2020-11-21,"aripeka","us","light"
"994",2020-01-05,"chico","us","unknown"
"995",2020-11-21,"james island",NA,"triangle"
"996",2020-11-21,"middleton","us","other"
"997",2020-04-03,"spotsylvania","us","circle"
"998",2020-09-24,"seattle","us","unknown"
"999",2020-11-21,"sterling heights/utica border",NA,"sphere"
"1000",2020-11-21,"waxahachie","us","disk"
"1001",2020-11-21,"dallas","us","other"
"1002",2020-11-21,"strasburg","us","cigar"
